scope,id,task_type,language_register,complexity_level,predicted_intent,confidence,intent_correct,query_exact,query_produced,answer_correct,status,failure_stage,reason,reconstructable,pipeline_ms,parser_ms,oov_tokens,tokens
original_validation,c3cf00c8e5e1a274,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,20.21529200000005,19.768333000000027,0,12
original_validation,0fd6b5a0cbe2d994,nearest_category,original_template,original_template,nearest_category,0.9999312162399292,True,True,True,True,success,none,,True,0.588959,0.42275000000002727,0,12
original_validation,e7fb3418843d38bb,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.5118339999999888,0.3669589999999445,0,12
original_validation,6c2d0269996cc0e7,nearest_category,original_template,original_template,nearest_category,0.9999417066574097,True,True,True,True,success,none,,True,0.4993749999999686,0.3580829999999535,0,12
original_validation,992ab6f7910ce312,nearest_category,original_template,original_template,nearest_category,0.9999368190765381,True,True,True,True,success,none,,True,0.49079100000004594,0.34808399999997075,0,12
original_validation,a6ed4fc1228d45f7,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.49433299999990243,0.35087500000008376,0,12
original_validation,dd2ce62771b34b04,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.49079200000001766,0.3465830000000114,0,12
original_validation,f92207b7bfddff98,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.4839170000000559,0.3433750000000346,0,12
original_validation,6cc73afac08c29b5,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.48683400000004706,0.34400000000001096,0,12
original_validation,024f690437d389cb,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.5113330000000582,0.3630000000000022,0,13
original_validation,4f16d04c43192713,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.6186249999999838,0.3621249999999909,0,12
original_validation,35b71c01be8c48f7,nearest_category,original_template,original_template,nearest_category,0.9999312162399292,True,True,True,True,success,none,,True,0.47229100000001356,0.3550420000000276,0,12
original_validation,04965fac325163ad,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.4753749999999446,0.35729200000000905,0,12
original_validation,c91104cf2b09310e,nearest_category,original_template,original_template,nearest_category,0.9999368190765381,True,True,True,True,success,none,,True,0.4629999999999912,0.3533749999999891,0,12
original_validation,5c628fefe3d4b9d3,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.46112499999995116,0.3518750000000015,0,12
original_validation,5abcde7d883ec744,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.4653749999999901,0.3502499999999964,0,12
original_validation,f05d076aef5c90a1,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.4642499999999439,0.3519170000000349,0,12
original_validation,c593c3afa01baccb,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.4649159999999819,0.35079100000001695,0,12
original_validation,5a8fe9b5d3604800,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.46720799999999674,0.3758339999999638,0,13
original_validation,7dd6a22245f06812,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.5755409999999017,0.37524999999993813,0,12
original_validation,9f0bab4bd33d68ed,nearest_category,original_template,original_template,nearest_category,0.9999312162399292,True,True,True,True,success,none,,True,0.45466599999999247,0.3627090000000166,0,12
original_validation,322f7dc4d52b3af5,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.4673330000000142,0.370541000000002,0,12
original_validation,854f3048e8bd2c3c,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.9351250000000366,0.363416999999977,0,12
original_validation,57e98dd7af883eae,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.471083999999955,0.37362499999993304,0,12
original_validation,12c0c21739c28d35,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.45845899999996664,0.3622500000000084,0,12
original_validation,5f69bd6918668d0d,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.46083299999999383,0.36720899999997947,0,12
original_validation,ec750011bf0adc3b,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.4699169999999864,0.37691699999997663,0,13
original_validation,41d12d8646f4ecaa,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.8676669999999609,0.45162499999995553,0,12
original_validation,0976e0fed4f87d01,nearest_category,original_template,original_template,nearest_category,0.9999312162399292,True,True,True,True,success,none,,True,0.5343749999999758,0.3838749999999225,0,12
original_validation,b8d6f4475404cca5,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.5120410000000186,0.36512499999996617,0,12
original_validation,57eb1dda1ad03bcd,nearest_category,original_template,original_template,nearest_category,0.9999417066574097,True,True,True,True,success,none,,True,0.5034999999999901,0.3614579999999812,0,12
original_validation,93d72c5e8ae0b9d4,nearest_category,original_template,original_template,nearest_category,0.9999368190765381,True,True,True,True,success,none,,True,0.5011249999999912,0.357542000000044,0,12
original_validation,cb0118064e54a316,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.5154579999999687,0.35637499999996436,0,12
original_validation,10d5d4faae7eed87,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.5039580000000266,0.35366699999994644,0,12
original_validation,112a2a44b76c5f9d,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.49829199999995577,0.35324999999997164,0,12
original_validation,bd96ea2530982905,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.4989169999999321,0.3514999999999491,0,12
original_validation,e41108b6de6fdbe1,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.520415999999968,0.3793749999999596,0,13
original_validation,75806d1ac564999a,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.7209999999999717,0.381874999999976,0,12
original_validation,2b8df730b19f9f28,nearest_category,original_template,original_template,nearest_category,0.9999312162399292,True,True,True,True,success,none,,True,0.5121250000000854,0.3754999999999731,0,12
original_validation,7cbc5d782176e3f9,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.5068750000000177,0.3718750000000215,0,12
original_validation,9d15b92c4fa1054b,nearest_category,original_template,original_template,nearest_category,0.9999417066574097,True,True,True,True,success,none,,True,0.504332999999968,0.3715420000000025,0,12
original_validation,3dc92d1a1a41a852,nearest_category,original_template,original_template,nearest_category,0.9999368190765381,True,True,True,True,success,none,,True,0.507083999999991,0.3696659999999907,0,12
original_validation,dadd8f7db23415e1,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.5073749999999766,0.37125000000004515,0,12
original_validation,6ae6c9b35ea2b0ee,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.4985419999999907,0.3675840000000319,0,12
original_validation,1703c993db4bedb7,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.5130420000000191,0.37724999999999564,0,12
original_validation,fcf0dbc70581f110,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.5149999999999322,0.37958300000007217,0,12
original_validation,6cf4eefc1853b5a0,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.5535839999999403,0.4125830000000219,0,13
original_validation,2382ea7f87adf615,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.47412500000010294,0.3818340000000253,0,13
original_validation,32483568fbef467f,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.4381660000000176,0.355416999999969,0,13
original_validation,c3d47a43ba3b8d97,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.47241700000000275,0.3487500000000088,0,12
original_validation,3b52b513fea15888,nearest_category,original_template,original_template,nearest_category,0.9999300241470337,True,True,True,True,success,none,,True,0.4199169999999919,0.34979200000007094,0,12
original_validation,de5e3fd9c0b55c1c,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.41641599999997503,0.3466669999999672,0,12
original_validation,9ba80702e2d7bf2f,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.45441700000004026,0.37604199999996535,0,13
original_validation,9d8b0e7dfc314d0b,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.47562500000009056,0.3734589999999649,0,13
original_validation,7fb72e8598773511,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.7427500000000142,0.38199999999999346,0,12
original_validation,0f9bb2a3a1c3f296,nearest_category,original_template,original_template,nearest_category,0.999937891960144,True,True,True,True,success,none,,True,0.48508299999994176,0.36079099999997144,0,12
original_validation,870f1942afbe9b55,nearest_category,original_template,original_template,nearest_category,0.9999368190765381,True,True,True,True,success,none,,True,0.46674999999996025,0.34962499999990904,0,12
original_validation,0f4b68d530df5a28,nearest_category,original_template,original_template,nearest_category,0.9999326467514038,True,True,True,True,success,none,,True,0.47549999999996206,0.35270799999997937,0,12
original_validation,67b2cd3040fdcd25,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.4677080000000666,0.34645799999999394,0,12
original_validation,a44d166eb3ea8104,nearest_category,original_template,original_template,nearest_category,0.9999374151229858,True,True,True,True,success,none,,True,0.4672090000000795,0.3450409999999904,0,12
original_validation,08b073a89fc87a73,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.49399999999999444,0.37474999999997927,0,13
original_validation,836761550bb76d17,nearest_category,original_template,original_template,nearest_category,0.9999309778213501,True,True,True,True,success,none,,True,0.46129200000000203,0.349542000000036,0,12
original_validation,b91b385241709fe2,nearest_category,original_template,original_template,nearest_category,0.9999321699142456,True,True,True,True,success,none,,True,0.4497500000000265,0.37870799999994986,0,13
original_validation,0c9c8677b611519f,nearest_category,original_template,original_template,nearest_category,0.9999302625656128,True,True,True,True,success,none,,True,0.6871250000000106,0.3717920000000374,0,12
